gene	symbol	fm-bias	found	studied	upreg	downreg	gain	loss
ENSG00000007174	DNAH9	0.0225264074742203	2	22	0.999999999968491	0.999999999921755	0.380435912592857	0.0859021400146273
ENSG00000011405	PIK3C2A	3.35113003548794E-4	4	448	0.999201083777239	0.999999999872831	0.999999999999612	0.015679423087813
ENSG00000011465	DCN	2.25993976219907E-6	2	447	2.27582452347885E-5	2.05585438928457E-4	0.999999999904975	0.999959028736507
ENSG00000014824	SLC30A9	0.00943619259862956	2	22	0.999999999999631	0.975959206886945	0.982052880752354	1.0
ENSG00000023516	AKAP11	0.723269857615952	1	23	0.999999999974848	8.39661673524006E-13	0.986151921348539	1.0
ENSG00000029363	BCLAF1	0.999999500000336	null	null	0.997871388055655	0.999999999999687	0.999999999999996	0.649956037870145
ENSG00000029534	ANK1	0.0599737435148395	2	447	0.997637805217547	0.832479921364613	1.0	0.99999995972929
ENSG00000039139	DNAH5	0.198488915895282	1	22	0.999999	0.999999	0.999889980970496	1.0
ENSG00000040731	CDH10	0.55038312107155	null	null	0.983791601318322	3.34765548615223E-11	0.999999999999936	1.0
ENSG00000041982	TNC	3.20054132401536E-4	4	446	0.944497192773736	0.99999999997986	1.0	6.17401224589642E-8
ENSG00000044524	EPHA3	0.635260093879263	2	455	6.11649708659456E-9	1.46648848176056E-6	0.998853794906063	0.499220129222159
ENSG00000046604	DSG2	0.635295793866144	5	447	0.999991396761977	0.0655297107078688	1.0	1.0
ENSG00000047410	TPR	0.565651316792953	1	23	0.986108741929268	0.961037069893454	0.999999999999892	1.0
ENSG00000048052	HDAC9	0.407682446056384	2	23	1.75440949572669E-4	0.999999985418763	0.999999538653498	0.999720930236895
ENSG00000049618	ARID1B	0.287227241018725	null	null	null	null	0.999929496909167	1.0
ENSG00000050748	MAPK9	4.41138275847861E-5	2	455	0.0266772209062094	0.999999998194795	0.9999999999666	0.999922294213546
ENSG00000050820	BCAR1	2.21169452134074E-4	5	447	0.0861463995794371	0.999999	1.0	4.42569555324734E-4
ENSG00000055609	MLL3	0.7274376	4	447	0.0861463995794371	0.999999	0.999999998325868	0.999999998449064
ENSG00000060339	CCAR1	0.0068860160587785	null	null	null	null	0.0263072342788112	0.9999999999965
ENSG00000061938	TNK2	2.32622929663534E-6	3	455	0.999691177337337	0.882177857262196	0.999999999948353	1.0
ENSG00000061987	MON2	0.417790545274275	2	446	0.999999942165483	0.999999999999416	1.0	7.67950447677634E-9
ENSG00000064393	HIPK2	0.403012046361062	3	455	2.73098796910176E-8	0.999917559437658	0.0	1.0
ENSG00000066248	NGEF	0.400602646504032	3	106	1.00000000002876E-6	1.00000000002876E-6	0.531217880276598	1.0
ENSG00000067082	KLF6	0.0806226465524227	3	446	2.72171174486857E-12	0.999999981451851	0.999999999548186	1.0
ENSG00000067606	PRKCZ	2.68208083650544E-4	4	455	0.997556870169362	0.999999998203266	1.0	1.0
ENSG00000068078	FGFR3	1.7098509209781E-7	4	527	0.99999999980356	0.275990884215202	0.0798881784791683	0.999999999999996
ENSG00000070748	CHAT	0.00525201554406171	3	446	0.999999872242691	0.999917559437658	0.999971146522786	0.559265734099363
ENSG00000070886	EPHA8	0.449620241754728	5	456	null	null	1.0	3.64015527517414E-4
ENSG00000075568	TMEM131	0.128244077170163	2	24	0.999999999999992	8.78699335515876E-11	0.0	1.0
ENSG00000075673	ATP12A	0.00533590278337962	2	22	0.999999997397571	0.99999999997912	0.498055283077769	0.999998774699365
ENSG00000076242	MLH1	0.0640461383925621	3	506	0.999999999999992	0.999999999999301	0.999999998655876	1.0
ENSG00000077235	GTF3C1	0.808521615595132	null	null	0.997677589872555	0.999999999999687	1.0	0.562121138454772
ENSG00000077782	FGFR1	3.05790038187221E-5	5	474	0.999993518609267	0.99999999997912	0.0	1.0
ENSG00000078725	DBC1	0.489177135278301	2	446	0.0374777782989525	0.174792412010704	0.398145560934843	0.999998929468681
ENSG00000080644	CHRNA3	0.0505376714741904	3	446	0.999999999649623	1.6073504061076E-7	0.999999979543464	1.0
ENSG00000081052	COL4A4	0.0162841451020045	3	22	0.89745166552699	0.999999999998674	0.999999999194069	1.0
ENSG00000081479	LRP2	0.0460852653931766	4	22	0.999999999999158	0.999999999996202	0.172360442437909	0.999999999687798
ENSG00000081923	ATP8B1	0.225737726000486	2	22	1.3953804003819E-5	0.174792412010704	0.999999999691195	0.999999225686094
ENSG00000082516	GEMIN5	0.368028247455169	null	null	0.0861463995794371	1.00000000002876E-6	0.999999999999998	0.998972321847525
ENSG00000084674	APOB	0.146832889481599	3	22	0.999999999999158	0.997027506148119	0.99998167452287	1.0
ENSG00000087460	GNAS	0.0766416224202851	null	null	0.956603335515264	2.84468004707605E-11	0.999999975430657	1.0
ENSG00000091622	PITPNM3	0.0143909410548106	2	23	0.999999999999992	0.999999999999992	0.999999997010908	3.91737753346888E-11
ENSG00000095002	MSH2	0.0047800391803481	2	500	0.999999999999642	0.999999982983818	0.999999947934068	1.0
ENSG00000096433	ITPR3	0.025855913571665	5	447	1.21914589534811E-10	0.915799776112916	1.0	0.999999843835977
ENSG00000096696	DSP	4.49753228111889E-5	6	447	0.999999746758744	0.174792412010704	1.0	0.0
ENSG00000100393	EP300	0.0126762172447971	5	448	0.999999714137723	0.999991396761977	1.0	2.86145551697814E-9
ENSG00000101040	ZMYND8	0.0326245351108498	2	23	0.999974939262407	0.983418863498907	0.311615568295414	1.0
ENSG00000102755	FLT1	4.03974349060373E-5	5	455	2.61945344270931E-6	0.999999999999687	1.0	5.35977646176633E-6
ENSG00000103197	TSC2	0.532641425684825	4	500	0.999999999974848	0.99996608457897	1.0	0.75395739433943
ENSG00000103313	MEFV	0.216755122927755	2	23	null	null	1.0	0.490028583504903
ENSG00000103657	HERC1	0.783566728551533	2	24	0.999999999999992	0.999999999999301	1.0	0.999943427380628
ENSG00000104313	EYA1	0.00233812152830974	2	447	0.00924973942568563	0.999999838428857	0.999999993217007	0.921781759208222
ENSG00000104689	TNFRSF10A	0.127334376523141	3	447	0.999999	0.999999	0.999999999999335	0.932543590975512
ENSG00000104774	MAN2B1	0.0879399338069987	2	22	0.999999999999642	0.999999999892588	1.0	1.0
ENSG00000104892	KLC3	0.0441737326951948	null	null	0.999999	0.999999	0.533002794272791	0.727733470070841
ENSG00000105366	SIGLEC8	0.294876842224231	1	22	0.999998881057036	0.999999992150634	0.0642672393825096	0.599992222034999
ENSG00000105663	null	0.242763931172348	null	null	0.999999998423896	0.999999904855491	0.00932184055593399	0.999999999999744
ENSG00000105851	PIK3CG	4.70567553931383E-5	8	448	0.99997448569578	0.999999998066715	0.0	1.0
ENSG00000105976	MET	1.66455532007738E-5	4	562	3.76770497789725E-5	1.2135085269982E-8	0.0	1.0
ENSG00000107099	DOCK8	0.0102531115884408	3	446	0.999999	0.999999	0.996639867584395	4.37057633451143E-6
ENSG00000107518	ATRNL1	0.160362197433125	1	22	1.29118937763906E-12	2.6789681584205E-13	1.0	0.0
ENSG00000107611	CUBN	0.353504047263748	1	22	0.999999999999872	0.999999999999416	1.0	2.22044604925031E-16
ENSG00000108679	LGALS3BP	0.39989184654435	3	446	0.821210498686585	0.999999999999992	1.74618329958909E-4	0.99999999998208
ENSG00000108821	COL1A1	7.7862556086631E-6	7	450	1.45912171234386E-11	0.999999978478347	0.00202062056871444	1.0
ENSG00000109670	FBXW7	1.26975666260036E-4	3	614	0.999999999999992	0.999999999974848	0.999999999999991	0.999521749153694
ENSG00000109971	HSPA8	3.39107022341732E-4	7	451	0.999999	1.00000000002876E-6	1.0	0.999987866178932
ENSG00000110514	MADD	0.0757375514627685	2	447	0.976325345535661	4.98023861927877E-7	1.0	0.109345607359229
ENSG00000111012	CYP27B1	3.25301557246546E-4	3	446	0.00184271146008375	0.999999999999992	0.999999999818628	1.0
ENSG00000111653	ING4	1.90778790016046E-6	3	446	0.283267508953551	0.999999999999416	0.987956814643332	1.0
ENSG00000111879	FAM184A	2.31714504574496E-4	2	446	0.999999999999992	0.999999999990796	1.0	0.270467363131867
ENSG00000112319	EYA4	0.0267589151739749	null	null	0.999999462281146	0.99999999574402	1.0	0.0164572630711828
ENSG00000113721	PDGFRB	0.254647034302338	4	455	3.87492260500721E-10	0.999999999999992	0.999999999198757	1.0
ENSG00000115107	STEAP3	0.714372761624782	2	22	1.28057008330629E-8	0.999999999999992	1.0	1.0
ENSG00000115414	FN1	6.64857161065325E-7	7	451	0.243160275220896	0.0733694600231096	1.0	1.0
ENSG00000115616	SLC9A2	0.00904272362350119	3	23	0.999999999649623	0.999999999956462	1.0	1.0
ENSG00000116062	MSH6	2.44965508244456E-7	27	620	7.88369369786324E-13	2.17311194739001E-6	0.999999999999999	1.0
ENSG00000116141	MARK1	0.478741237203294	2	455	0.999999999999992	0.999999999999992	0.196212046994546	1.0
ENSG00000116183	PAPPA2	2.51939004259202E-4	5	447	7.88369369786324E-13	4.89357434595883E-4	0.213577003308283	1.0
ENSG00000117425	PTCH2	0.0310022624395544	3	23	0.999999997397571	0.99999998189812	0.999999999999998	0.989196673051498
ENSG00000118407	FILIP1	0.557430619131566	null	null	0.999999	0.999999	1.0	0.514087641702436
ENSG00000119535	CSF3R	0.16762420138011	2	446	0.999999977287717	0.999999999999992	0.998114276240231	0.999999999999894
ENSG00000119866	BCL11A	7.84469173137582E-4	6	447	0.999999999999872	2.43138842392909E-14	0.999999999814894	1.0
ENSG00000120156	TEK	0.00467925788519231	3	455	0.999999610221594	2.90334911217771E-4	0.988351300469968	1.14822890562305E-6
ENSG00000121879	PIK3CA	7.544408E-9	69	1435	0.999997659513375	0.999999999999301	0.99999999998688	0.999998304587594
ENSG00000122642	FKBP9	2.89124175962668E-8	13	447	0.999999	0.719231597525612	0.0	1.0
ENSG00000125257	ABCC4	0.00388941651872202	3	446	0.999999999999642	0.999999999999642	1.0	0.0160313184832386
ENSG00000126746	ZNF384	0.00133967396129744	3	448	0.999999999999992	0.999999999999992	0.992116199359574	1.0
ENSG00000127412	TRPV5	0.506284831800089	2	105	0.720387165945938	0.99999999997912	0.77681697782598	0.999999999853009
ENSG00000127616	SMARCA4	1.29539181890275E-7	2	88	2.78110867668602E-11	0.415673293236218	5.47855148490539E-5	0.999999991645004
ENSG00000128641	MYO1B	0.679693176530343	5	105	1.12544023544991E-7	0.999916012047438	1.0	1.0
ENSG00000128833	MYO5C	0.00132928192201785	3	23	0.0118508290418143	0.99550641970799	1.0	1.0
ENSG00000130589	null	0.00393231464984155	null	null	1.00000000002876E-6	0.999999	1.0	1.0
ENSG00000131018	SYNE1	0.0102945616882052	15	452	0.0939932719603085	9.38853047527388E-8	1.0	0.00121597301256982
ENSG00000131471	AOC3	0.001947959	2	446	0.999999990659331	0.999999999872831	0.0122714050536425	0.999999999892712
ENSG00000131941	RHPN2	4.22099706181114E-4	5	447	null	null	0.269487458638092	0.999993989582633
ENSG00000132549	VPS13B	0.185954010420745	2	23	0.995247286720461	0.999999999999642	0.999199880112716	0.492551140935016
ENSG00000133401	PDZD2	0.695905869706554	4	446	0.99999999999838	9.33180793198929E-4	1.0	2.07171429133401E-4
ENSG00000134121	CHL1	0.08932904	4	446	0.999999999999992	8.3483580548549E-7	1.0	0.825907305626011
ENSG00000134201	GSTM5	1.0	6	446	0.999999964624614	0.0165381130776054	1.0	0.999999999999801
ENSG00000134323	MYCN	0.367832747455187	2	447	9.19311993197169E-9	0.99999983649705	0.99915675783444	1.0
ENSG00000134333	LDHA	5.77300995776917E-4	3	447	0.724345253438336	0.999999982983818	1.0	0.00714495908267943
ENSG00000134852	CLOCK	0.00101359270046636	2	446	1.30120638264231E-7	0.999999998867346	0.908768477101019	1.0
ENSG00000134853	PDGFRA	1.08720835838559E-5	13	980	6.55264731364014E-11	0.999999999817362	1.0	0.0368431352984306
ENSG00000135097	MSI1	0.0119169955091627	2	446	0.999999963998592	0.999999999872831	0.999970383387828	1.0
ENSG00000135298	BAI3	0.00815419937829146	3	447	0.837948500951586	0.00207877098056675	1.0	0.596343356282089
ENSG00000135333	EPHA7	4.33662430402775E-5	3	455	0.999988368530225	0.999911212092999	1.0	0.30995992677739
ENSG00000135439	AGAP2	0.0111471337159487	3	449	0.999565978630315	2.75215712441934E-8	0.99999875070052	1.0
ENSG00000135577	NMBR	2.14335381906795E-6	3	446	0.999923765129802	0.99999999574402	1.0	0.0122651794024993
ENSG00000135763	URB2	0.82655760590747	2	105	6.19510040632876E-4	0.999999999999992	0.128687709977212	1.0
ENSG00000136718	IMP4	0.167846801497705	2	22	3.41861299801849E-6	0.999999999999992	1.0	1.0
ENSG00000137558	PI15	3.22663244513113E-5	2	446	0.999999999999642	0.999999999999642	0.999999999996146	0.959964061581056
ENSG00000137801	THBS1	0.240663930579062	3	447	1.87430071463268E-11	0.999383804508971	1.0	0.349380218976073
ENSG00000138413	IDH1	1.315021E-20	1843	5636	0.999999999999642	0.866412295121313	1.0	1.0
ENSG00000138741	TRPC3	0.416129845414172	null	null	6.26587670637946E-11	0.999999999662011	0.999999999999247	0.999999998704028
ENSG00000138759	FRAS1	0.0957649211120786	null	null	0.999999999999872	0.999999994338051	0.999999999999247	0.999999998704028
ENSG00000138834	MAPK8IP3	0.051217922379423	1	447	0.999999999997468	1.22130194846193E-10	0.999999277992928	0.819310943619653
ENSG00000139144	PIK3C2G	1.22238340798059E-4	6	448	0.999999999999992	0.999999999996713	0.999999999995083	1.0
ENSG00000139329	LUM	2.97472524811515E-4	2	446	0.148152953223616	0.999999999999642	0.999999999999873	1.0
ENSG00000139618	BRCA2	0.214961522284541	3	511	0.999994892589144	0.999013036239075	1.0	0.99999999999869
ENSG00000139687	RB1	1.067157E-9	47	774	0.97257005260722	0.999999691504166	0.999970615833565	1.0
ENSG00000140481	CCDC33	0.280059439764838	null	null	0.999999999871959	0.999999999616585	1.0	0.999972814836476
ENSG00000140538	NTRK3	0.300292842996822	3	508	0.999641989395627	1.17985177183755E-10	1.0	0.820576193280466
ENSG00000140564	FURIN	0.139347984726823	4	448	0.977010097268964	0.999999999517227	1.0	0.999994638753947
ENSG00000141376	BCAS3	0.0021952230390917	2	446	0.999999999999992	0.999999998176139	7.91069032872738E-5	1.0
ENSG00000141448	GATA6	0.194432414183589	3	446	9.05977565057725E-6	0.992066570664469	0.99981573836131	1.0
ENSG00000141510	TP53	1.069551E-24	1072	4330	0.999998506234156	0.999999999166388	8.40273406410574E-11	1.0
ENSG00000141736	ERBB2	1.76440765376829E-10	16	642	0.999996200759771	0.99999999574402	0.014427946181585	0.999999999902542
ENSG00000142089	IFITM3	0.435264643536427	7	451	0.705900502799491	0.999999999999642	1.0	1.84552715757347E-5
ENSG00000142173	COL6A2	0.347894347083239	7	446	0.999999999722403	0.999625020412786	1.0	1.0
ENSG00000142949	PTPRF	0.144454987999497	1	23	0.99999999999917	2.43301304388543E-4	0.999999999999999	0.996907323333582
ENSG00000143375	CGN	0.928255746484893	null	null	null	null	0.0864140575602242	1.0
ENSG00000143537	ADAM15	0.00357500754777058	3	447	0.999999999871959	0.999999838428857	0.0102023295757245	1.0
ENSG00000145362	ANK2	0.412883945674716	7	448	0.999999999999872	3.84898486416319E-7	0.999999999932254	0.999999999897044
ENSG00000145675	PIK3R1	1.073766E-13	28	642	0.999990280293419	4.9909542412685E-5	0.999820005850451	1.0
ENSG00000145934	ODZ2	0.211895021161481	4	4	0.999999	0.999999	0.999999999997839	0.999999998927318
ENSG00000146247	PHIP	0.0635263677799417	2	446	3.67683661295359E-12	0.999999999999687	1.0	0.774885553498638
ENSG00000146648	EGFR	3.749766E-24	103	1643	2.6789681584205E-13	0.0071948458018195	0.0	1.0
ENSG00000147050	KDM6A	0.0123613965289152	3	229	0.863913782998453	0.999999999999642	1.0	1.0
ENSG00000147133	TAF1	0.1037334	2	456	0.999999999999992	0.999999999999992	1.0	1.0
ENSG00000147889	CDKN2A	3.82612502876489E-7	379	2094	0.999999989794619	0.999979675866893	0.96807290750107	1.4760512589973E-8
ENSG00000148143	ZNF462	0.230770427616327	null	null	0.999999	0.999999	0.99995556996219	0.613928791703445
ENSG00000149311	ATM	1.80011044051454E-4	4	458	8.57808855059261E-8	0.999999999999301	1.0	0.996434568871156
ENSG00000150086	GRIN2B	0.0255913430982184	4	23	0.999999999999642	0.999999960628548	1.0	4.83491670033587E-8
ENSG00000150760	DOCK1	8.44737754376015E-8	4	447	0.999999999999992	2.40878085255858E-8	1.0	0.990172469621303
ENSG00000151067	CACNA1C	0.146567789317657	1	1	0.999999999993585	0.999999999416622	0.870744060875867	1.0
ENSG00000151208	DLG5	0.098381833457324	null	null	1.91808168898966E-5	0.999999999998376	1.0	0.0
ENSG00000151461	UPF2	0.031513233286961	2	446	0.999999999993585	0.999999999973032	1.0	0.0
ENSG00000151702	FLI1	0.0633904776193059	2	447	0.808167292905501	8.39661673524006E-13	0.999999999999922	0.991107674155494
ENSG00000151779	NBAS	0.602712605268363	null	null	0.999999999999158	0.0169278452591695	1.0	0.999999999997235
ENSG00000151914	DST	0.00134049296439078	6	447	8.62965254810888E-12	0.998718757399416	1.0	0.999999998728617
ENSG00000152092	ASTN1	0.341001346778014	2	106	0.999999999999158	0.00104473835593466	0.999999999964641	1.0
ENSG00000152822	GRM1	0.294713942199963	3	446	0.999999999871959	0.999917559437658	1.0	4.82175093917237E-4
ENSG00000152926	ZNF117	1.0	null	null	6.4965642840864E-5	0.999999999812423	0.932698082026572	1.0
ENSG00000153113	CAST	0.0517323930600057	3	446	2.51516585336731E-11	0.999999972541813	0.999999999994999	0.999999999954731
ENSG00000155034	FBXL18	0.0127466674042714	2	447	0.99999985132715	0.999999999999992	0.99994490653976	1.0
ENSG00000156218	ADAMTSL3	1.32422200486719E-5	5	447	2.77005069504455E-6	5.01937937740671E-4	0.999999999999999	0.99999999988522
ENSG00000156650	MYST4	0.539918423839973	5	447	0.967059294944744	0.158987826718421	1.0	0.0
ENSG00000157404	KIT	0.012012265728701	7	730	0.999999999995264	4.98021797843529E-4	1.0	1.03083429570106E-8
ENSG00000157654	PALM2-AKAP2	0.142657486861696	2	424	null	null	0.999919693753538	0.690747915678936
ENSG00000157927	RADIL	0.449338941792634	2	446	null	null	0.84796343390599	0.25139240119533
ENSG00000158486	DNAH3	0.361785947421053	2	22	0.999999999999992	0.999999333634334	0.917991303714816	1.0
ENSG00000159307	SCUBE1	0.0197758321886807	2	22	null	null	0.0514099936259141	1.0
ENSG00000159387	IRX6	0.0367054715963196	5	105	0.650943987155086	0.999999	0.00637802815112187	1.0
ENSG00000160111	CPAMD8	0.550850020944894	null	null	null	null	9.29678278346335E-5	0.999999999978792
ENSG00000160145	KALRN	0.030363941372977	1	425	0.999999999873528	0.00207877098056675	0.840629749118454	0.999999999999029
ENSG00000160867	FGFR4	0.0420264495979709	1	455	1.05629627288661E-4	0.999999981882446	0.0	1.0
ENSG00000162761	LMX1A	0.0109640132842361	3	22	null	null	0.178190336799455	1.0
ENSG00000163359	COL6A3	0.0748659305327483	6	446	0.999999999999642	0.999999999999642	0.0460438633823574	1.0
ENSG00000163618	CADPS	0.899227364248709	2	23	0.650943987155086	0.999999	0.999999999999467	0.999999999896406
ENSG00000164199	GPR98	0.315660844835159	3	22	0.999999	0.999999	0.99999592604949	1.0
ENSG00000164362	TERT	0.15730799570761	2	447	0.999999999995943	0.999999999986864	0.999999993760003	1.0
ENSG00000164690	SHH	4.73328037465368E-4	3	446	0.999999999871959	0.999999999999642	0.12381804172247	0.99177201721295
ENSG00000164692	COL1A2	0.00326235756378676	3	446	5.16189313515269E-11	0.946024894235542	0.12381804172247	0.997407259469082
ENSG00000165899	OTOGL	0.0645878690280459	null	null	null	null	1.0	0.999990574374393
ENSG00000165953	SERPINA12	0.0634182576521606	2	106	1.00000000002876E-6	0.999999	0.999999999859651	0.522845094629503
ENSG00000166987	MBD6	0.0134217489193421	3	447	0.999999	0.999999	0.0	1.0
ENSG00000167548	MLL2	0.0525717641630199	null	null	0.999999999999642	0.73052958054765	0.0312364057082741	0.999999999999974
ENSG00000167680	SEMA6B	0.368243847455068	null	null	0.999999999999642	0.999999998829389	0.0889909973187093	0.826506163426713
ENSG00000168036	CTNNB1	3.44320479997785E-8	121	1780	0.999999999968491	0.999999999999513	1.0	0.999997322552611
ENSG00000168542	COL3A1	0.004156542	7	446	1.79238404629523E-6	0.869128114885052	0.999999999966001	0.999998963816135
ENSG00000169071	ROR2	0.00148403450151712	5	455	9.12969604194291E-6	0.999999943941508	0.999999999999994	1.57599553120225E-4
ENSG00000169432	SCN9A	0.0174107674389425	5	105	0.999999999999158	0.999991396761977	0.999999999628787	0.999999999999998
ENSG00000169933	FRMPD4	0.0089736424511238	5	106	0.999999999999642	0.999917559437658	0.997415294273536	0.999999999992334
ENSG00000170145	SIK2	0.161595198118597	2	455	0.999999999999732	5.57265344980351E-12	0.999993586976688	0.890415863209273
ENSG00000170180	GYPA	0.403384146338117	2	446	0.999999462281146	0.989172125231274	0.999999999827756	0.999999973941122
ENSG00000170927	PKHD1	0.120919771834845	3	22	0.999999	0.999999	0.0126792873393484	0.999999999997447
ENSG00000171105	INSR	0.852717891387036	2	455	0.999999993062314	4.27192725638292E-11	0.999999907819574	1.0
ENSG00000171346	KRT15	0.779409530658426	null	null	0.999999999999158	2.10487183238683E-12	0.99999999999974	0.999604188834022
ENSG00000171495	HEATR7B2	0.660105084427189	2	2	0.279660414879772	0.999999	0.999992975322047	0.999986651060362
ENSG00000171551	ECEL1	0.582203611841541	2	22	5.44496736626376E-5	0.999999999662011	0.756091437375032	0.99999999999994
ENSG00000171560	FGA	0.103441457859976	null	null	0.999999999974848	0.979766999391675	1.0	0.997105741130655
ENSG00000171714	ANO5	0.0511120022388731	3	446	0.650943987155086	0.999999	0.999999999865971	0.999999999990879
ENSG00000171735	CAMTA1	0.171214703252819	2	446	0.999999999999992	6.2298445557829E-7	0.0179128081323111	0.991349184217282
ENSG00000171862	PTEN	1.061835E-15	654	3376	0.0861463995794371	0.999999	0.998182450464543	1.0
ENSG00000171914	TLN2	0.109723163095183	null	null	0.910142529079011	0.999999997687549	0.999315383669018	1.60938942257993E-4
ENSG00000172379	ARNT2	0.0715544269364479	3	105	0.999999976329124	0.999999999999992	0.999999999999983	0.999996266095213
ENSG00000173157	ADAMTS20	0.0548771471465536	5	449	0.999999991884441	0.999999999999642	0.999999999997876	1.0
ENSG00000173588	CCDC41	0.00616204909490502	null	null	0.999999993856449	0.612642436540689	0.999999988386283	0.99999999999998
ENSG00000174106	LEMD3	0.175149105246774	3	447	0.999999941660975	0.999999999999513	1.0	0.999789589361236
ENSG00000174197	MGA	0.531061326076603	null	null	0.999999999999642	0.999999999882613	1.0	1.0
ENSG00000174606	ANGEL2	0.68166097571586	null	null	0.148961236287123	0.999999999999992	0.999996994671484	1.0
ENSG00000175065	DSG4	0.300214942986178	5	106	null	null	0.999999999999726	1.0
ENSG00000175084	DES	0.0636391179130752	2	446	0.0165817423373051	0.999999999999642	0.999999999999982	0.0754401291744563
ENSG00000175826	CTDNEP1	0.0123613965289152	1	22	0.999999984707015	0.999999999999642	1.0	0.829710321270693
ENSG00000175894	TSPEAR	0.0477324876752311	4	105	null	null	0.999972426368152	0.913769663908348
ENSG00000175899	A2M	0.00601917470077642	4	446	0.99999242196612	0.999999999997692	1.0	1.0
ENSG00000176406	RIMS2	0.276925739178065	1	23	0.999999999993585	0.0202330006087839	0.999999999999997	1.0
ENSG00000176853	FAM91A1	0.0414334987298562	1	22	null	null	0.0937428687041342	1.0
ENSG00000176887	SOX11	0.00521599444102306	3	446	2.51516585336731E-11	0.981396781678764	0.997473048482657	0.999999998510876
ENSG00000178852	C17orf57,ITGB3	5.61247695177768E-5	1	22	null	null	0.998958639558073	0.999999999089282
ENSG00000179869	ABCA13	0.50390583230735	4	447	0.999999	0.999999	5.99511551513388E-11	0.999989339344865
ENSG00000179889	PDXDC1	0.720939958672903	null	null	0.999999999999642	0.999999999999642	0.999999999934877	0.999999999999994
ENSG00000182141	ZNF708	8.08144532571258E-11	4	446	0.650943987155086	0.999999	1.0	0.0212365327432523
ENSG00000183495	EP400	0.0419008694145866	4	447	0.511100066820749	0.999999999999992	1.0	0.999999999999995
ENSG00000183765	CHEK2	0.999997500001682	17	462	0.999999999994943	0.999999999999687	1.0	0.99999999999261
ENSG00000184254	ALDH1A3	7.34092600596625E-5	2	447	0.999999999999992	0.0249176407641086	1.0	1.0
ENSG00000185627	PSMD13	1.0	null	null	0.999999759473482	0.999999999999992	0.930170304536214	1.0
ENSG00000185758	CLDN24	0.491256734876703	null	null	null	null	1.0	0.912644079284276
ENSG00000185920	PTCH1	0.09193303	43	851	0.195353876159792	0.391142440901879	0.999999925169545	9.76821845632969E-10
